Tutorial Group,Student ID,School,Name,Gender,CGPA,Assigned_Group,Vector_Displacement
G-100,745,CEE,Khalid Rahman,Male,4.1,G-100-4,1.293601
G-100,3280,CoB (NBS),Alina Malik,Female,4.19,G-100-5,0.253967
G-100,370,EEE,Mia Wong,Female,4.03,G-100-5,0.933765
G-100,5534,SSS,Neelam Bhatia,Female,4.05,G-100-5,1.133678
G-100,1875,SoH,Rachel Lee,Female,4.11,G-100-5,1.17361
G-100,4888,NIE,Carter Moore,Male,4.1,G-100-5,1.293601
G-100,491,CoB (NBS),Fangling,Female,4.05,G-100-6,0.253678
G-100,5791,EEE,Peter Choi,Male,4.19,G-100-6,1.053967
G-100,1176,CCDS,Mia Hall,Female,3.95,G-100-6,1.094432
G-100,356,CoE,Yasir Qureshi,Male,4.08,G-100-6,1.253608
G-100,861,MSE,Hua Zhang,Male,4.17,G-100-6,1.29383
G-100,5800,CoB (NBS),Yumi Nishikawa,Female,4.14,G-100-7,0.253684
G-100,4274,EEE,Tommy Wu,Male,4.03,G-100-7,1.053765
G-100,4061,CCEB,Naina Gupta,Female,4.2,G-100-7,1.094048
G-100,4043,CCDS,Adrian King,Male,4.12,G-100-7,1.213627
G-100,2017,CoE,Caiyun,Male,3.91,G-100-7,1.254957
G-100,2097,CoB (NBS),Siti Maryam,Female,4.03,G-100-8,0.253765
G-100,5743,EEE,Bradley Huang,Male,4.01,G-100-8,1.053884
G-100,2009,CCDS,Isabella Thomas,Female,3.9,G-100-8,1.095109
G-100,5269,MSE,Anjali Nair,Female,4.27,G-100-8,1.174836
G-100,2040,SoH,Wesley Turner,Male,4.17,G-100-8,1.29383
G-100,2089,CoB (NBS),Han Zhang,Male,4.02,G-100-9,0.37382
G-100,2468,EEE,Bella Perry,Female,3.9,G-100-9,0.935109
G-100,412,MAE,Seema Kapoor,Female,4.19,G-100-9,1.133967
G-100,3137,LKCMedicine,Raquel Huang,Female,4.18,G-100-9,1.213894
G-100,4743,SPMS,Jack Foster,Male,4.05,G-100-9,1.293678
G-100,731,WKW SCI,Tae-Soo Kim,Male,4.05,G-100-10,0.373678
G-100,347,EEE,Meera Menon,Female,3.92,G-100-10,0.934814
G-100,1824,MAE,Yuanqing,Female,4.25,G-100-10,1.134571
G-100,111,SPMS,Ying Liu,Female,4.03,G-100-10,1.173765
G-100,2000,NIE,Danty Susanto,Male,4.05,G-100-10,1.293678
G-101,5291,CoB (NBS),Rachel Choi,Female,4.12,G-101-1,0.327206
G-101,1353,MAE,Kieran Harris,Male,3.91,G-101-1,1.048768
G-101,23,CCEB,Daphne Tan,Female,4.26,G-101-1,1.128124
G-101,437,CoE,Xiao Ming,Male,4.17,G-101-1,1.167354
G-101,4173,SBS,Evelyn Cheung,Female,4.48,G-101-1,1.212735
G-101,3382,CoB (NBS),Madiha Ali,Female,3.9,G-101-2,0.328931
G-101,2425,SPMS,Asher Nelson,Male,4.21,G-101-2,1.087616
G-101,757,CCEB,Savannah Torres,Female,4.2,G-101-2,1.127539
G-101,2349,EEE,Sandeep Rao,Male,4.14,G-101-2,1.207241
G-101,5015,ASE,Fatima Bhatia,Female,4.19,G-101-2,1.247469
G-101,3593,MAE,Minghao,Male,4.15,G-101-3,1.047271
G-101,1545,SPMS,Carter Thompson,Male,4.03,G-101-3,1.087443
G-101,5191,CCEB,Khayla Rahayu,Female,4.15,G-101-3,1.127271
G-101,5741,SBS,Isla Young,Female,4.17,G-101-3,1.207354
G-101,5468,CCDS,Lucas Chen,Male,4.12,G-101-3,1.127206
G-101,456,MAE,Wani Binti Jalil,Female,4,G-101-4,1.047667
G-101,35,SoH,Riley Lim,Male,4.48,G-101-4,1.252735
G-101,2986,CCDS,Rishi Tan,Male,4.08,G-101-4,1.127231
G-101,2828,NIE,Nguyen Hoang Long,Male,4.05,G-101-4,1.207335
G-101,1839,LKCMedicine,Kexin,Female,4,G-101-4,1.287667
G-101,2337,CoB (NBS),Sophia Jones,Female,4.18,G-101-5,0.327407
G-101,665,SPMS,Qi Chen,Male,4.04,G-101-5,1.087385
G-101,5633,CCEB,Ning Li,Female,4.09,G-101-5,1.127213
G-101,4896,EEE,Jaxon Lewis,Male,4.12,G-101-5,1.207206
G-101,849,SSS,Ethan Taylor,Male,4.15,G-101-5,1.247271
G-101,746,MAE,Alani Lin,Female,4.03,G-101-6,1.047443
G-101,621,CCDS,Christopher Cox,Male,4.12,G-101-6,1.127206
G-101,5809,CoE,Hannah Smith,Female,4.11,G-101-6,1.1672
G-101,4346,SBS,Manish Singh,Male,4.1,G-101-6,1.207203
G-101,3088,MSE,Eli Cruz,Male,4.11,G-101-6,1.2872
G-101,5461,CoB (NBS),Suraj Mishra,Male,4.08,G-101-7,0.327231
G-101,2753,MAE,Zadie Harris,Female,4.52,G-101-7,1.05399
G-101,4526,CCDS,Hope Chen,Female,4.04,G-101-7,1.127385
G-101,696,NIE,Wyatt Price,Male,3.95,G-101-7,1.208199
G-101,715,ASE,Zoe King,Female,3.88,G-101-7,1.249279
G-101,410,CoB (NBS),Jin Yang Tan,Male,3.95,G-101-8,0.328199
G-101,615,SPMS,Gia Tsai,Female,3.89,G-101-8,1.089101
G-101,1235,CCDS,Nguyen Thi Binh,Female,4.21,G-101-8,1.127616
G-101,4393,EEE,Kevin Brown,Male,4.18,G-101-8,1.207407
G-101,1346,SSS,Lola Tan,Female,4.2,G-101-8,1.247539
G-101,5987,MAE,Owen Nugroho,Male,4.15,G-101-9,1.047271
G-101,4928,SPMS,Weijun,Male,3.85,G-101-9,1.089863
G-101,5210,CoE,Amaya Sharma,Female,4.15,G-101-9,1.167271
G-101,2852,NIE,Shayla Wang,Female,4.01,G-101-9,1.207584
G-101,3886,ADM,Ajay Iyer,Male,4.2,G-101-9,1.287539
G-101,4045,MAE,Sofia Reddy,Female,4.09,G-101-10,1.047213
G-101,4167,SPMS,Farhan Bin Azhar,Male,4.2,G-101-10,1.087539
G-101,1293,CCEB,Jasper Wang,Male,4.08,G-101-10,1.127231
G-101,762,CoE,Kate Tan,Female,4.03,G-101-10,1.167443
G-101,3546,SoH,Ying Wong,Female,3.88,G-101-10,1.249279
G-102,4379,MAE,Zoe Martinez,Female,4.21,G-102-1,1.028882
G-102,5447,CCDS,Lan Nguyen,Female,4.15,G-102-1,1.068499
G-102,2595,CoE,Fariha Noor,Female,4.14,G-102-1,1.148463
G-102,4386,WKW SCI,Riku Takeda,Male,4.01,G-102-1,0.388725
G-102,2376,MSE,Hao Yang Tan,Male,4.3,G-102-1,1.269997
G-102,448,SSS,Margarita Sokolova,Female,4.03,G-102-2,1.028597
G-102,613,SBS,Nina Phillips,Female,4.11,G-102-2,1.108404
G-102,3043,CoE,Maya Sari,Female,4.15,G-102-2,1.148499
G-102,5690,CCEB,Maharani Sari,Female,4.3,G-102-2,1.149997
G-102,2315,SPMS,Cheng Fang Tan,Male,4.05,G-102-2,1.308501
G-102,714,CoB (NBS),Nisha Gupta,Female,4.21,G-102-3,0.268882
G-102,3717,EEE,Nafisa Ali,Female,3.95,G-102-3,1.069302
G-102,4404,MAE,Omar Farooq,Male,4.2,G-102-3,1.148798
G-102,956,SBS,Raj Tan,Male,4.17,G-102-3,1.228595
G-102,1768,SoH,Travis Lim,Male,4,G-102-3,1.268802
G-102,828,SSS,Sakshi Singh,Female,4.14,G-102-4,1.028463
G-102,4862,CCDS,Melati Ahmad,Female,3.88,G-102-4,1.07034
G-102,5144,CCEB,Aria Murphy,Female,4.2,G-102-4,1.148798
G-102,3957,CEE,Megan Walker,Female,4.06,G-102-4,1.188465
G-102,2373,NIE,Elisha Wu,Male,4.23,G-102-4,1.309074
G-102,5928,SSS,Anjali Kumar,Female,3.95,G-102-5,1.029302
G-102,1634,CCDS,Sofia Hernandez,Female,4.26,G-102-5,1.069421
G-102,5913,MAE,Ulysses Salazar,Male,4.2,G-102-5,1.148798
G-102,5147,SoH,Min-Ji Park,Female,4.03,G-102-5,1.148597
G-102,103,CoE,Maximus Wright,Male,4.05,G-102-5,1.268501
G-102,337,CoB (NBS),Kanwal Bukhari,Female,4.16,G-102-6,0.268543
G-102,3592,EEE,Alina Awan,Female,4.1,G-102-6,1.0684
G-102,818,SSS,Hansel Bautista,Male,4.06,G-102-6,1.148465
G-102,1362,MAE,Yong Hui,Male,4.21,G-102-6,1.148882
G-102,1688,MSE,Pranata Santoso,Male,3.95,G-102-6,1.269302
G-102,2079,CoB (NBS),Gina Lau,Female,4.15,G-102-7,0.268499
G-102,39,EEE,Lyric Tan,Female,4.04,G-102-7,1.068545
G-102,2403,MAE,Henry Tan,Male,4.12,G-102-7,1.148416
G-102,5578,CCDS,Minh Tran,Male,4.03,G-102-7,1.188597
G-102,2246,SoH,Luca Torres,Male,4.12,G-102-7,1.268416
G-102,2720,WKW SCI,Nira Gupta,Female,4.12,G-102-8,0.268416
G-102,3168,MAE,Sakshi Iyer,Female,3.94,G-102-8,1.029427
G-102,3820,SSS,Felix Wong,Male,4.14,G-102-8,1.148463
G-102,783,CCDS,Ajay Bhatt,Male,4.22,G-102-8,1.188974
G-102,3439,SBS,Asher Clark,Male,4.03,G-102-8,1.228597
G-102,3413,SSS,Kiran Shah,Female,4.12,G-102-9,1.028416
G-102,2221,EEE,Levi Huang,Male,4.04,G-102-9,1.188545
G-102,3909,CCEB,Zara Lim,Female,4.1,G-102-9,1.1484
G-102,5023,LKCMedicine,Svetlana Chernyshova,Female,4.06,G-102-9,1.228465
G-102,2013,NIE,Wyatt Thompson,Male,4.09,G-102-9,1.308404
G-102,3692,EEE,Harsh Kumar,Male,4.05,G-102-10,1.188501
G-102,2560,SBS,Simran Singh,Female,4.03,G-102-10,1.108597
G-102,902,MSE,Layla Cooper,Female,4.03,G-102-10,1.148597
G-102,2192,SPMS,Liu Fang,Female,4.03,G-102-10,1.188597
G-102,5888,CEE,Bradley Yang,Male,4.09,G-102-10,1.308404
G-103,4181,CoB (NBS),Simon Lee,Male,4.02,G-103-1,0.323885
G-103,4427,EEE,Willow Wong,Female,4.19,G-103-1,1.083893
G-103,2099,CCDS,Fahim Hussein,Male,4.03,G-103-1,1.123821
G-103,1202,SSS,Maya Gonzales,Female,4.22,G-103-1,1.164135
G-103,1847,CoE,Talha Iqbal,Male,4.11,G-103-1,1.243601
G-103,397,CoB (NBS),Chong Wang,Male,4.25,G-103-2,0.324448
G-103,4559,EEE,Sofia Kim,Female,4.17,G-103-2,1.083772
G-103,1292,SoH,Queenie Lee,Female,4.06,G-103-2,1.163679
G-103,1879,MSE,Naim Bin Hashim,Male,4.2,G-103-2,1.203966
G-103,4616,ASE,Eli Tan,Male,3.88,G-103-2,1.245614
G-103,778,CoB (NBS),Selina Loh,Female,3.91,G-103-3,0.325112
G-103,1787,CEE,Xiao Wei Tan,Male,3.95,G-103-3,1.044554
G-103,5627,SSS,Anjali Singh,Female,4.16,G-103-3,1.163724
G-103,5483,MAE,Camila Li,Female,4.27,G-103-3,1.204697
G-103,5040,ASE,Dev Sharma,Male,4.26,G-103-3,1.244568
G-103,2189,CoB (NBS),Zachary Lee,Male,4.11,G-103-4,0.323601
G-103,3251,EEE,Emily Scott,Female,4.07,G-103-4,1.083647
G-103,4964,CCDS,Hannah Sanders,Female,4.2,G-103-4,1.123966
G-103,925,MSE,Saad Malik,Male,4.05,G-103-4,1.203718
G-103,5493,CCEB,Amna Bukhari,Female,4.11,G-103-4,1.243601
G-103,1911,CEE,Mansoor Qureshi,Male,4.12,G-103-5,1.04361
G-103,4809,EEE,Vikram Singh,Male,4.13,G-103-5,1.083626
G-103,835,SoH,Maya Wilson,Female,4.13,G-103-5,1.163626
G-103,4612,MAE,Kylie Chen,Female,4.15,G-103-5,1.203683
G-103,4678,SPMS,Irfan Bin Hassan,Male,4,G-103-5,1.284036
G-103,344,CEE,Tyler Hall,Male,4.11,G-103-6,1.043601
G-103,4132,EEE,Aria Martinez,Female,4.18,G-103-6,1.083829
G-103,4842,SoH,Carmen Ong,Female,4.09,G-103-6,1.163608
G-103,5970,SBS,Layla Fisher,Female,4.01,G-103-6,1.203956
G-103,3497,NIE,Hikaru Sato,Male,4.14,G-103-6,1.283651
G-103,3932,WKW SCI,Vy Nguyen,Male,4.11,G-103-7,0.323601
G-103,2302,CEE,Yvonne Ng,Female,3.8,G-103-7,1.047306
G-103,3554,CCDS,Asha Mehta,Female,4.52,G-103-7,1.130509
G-103,2601,SSS,Tommy Wu,Male,4.22,G-103-7,1.164135
G-103,952,MSE,Nadia Binti Zulkifli,Female,3.87,G-103-7,1.205798
G-103,2559,CEE,Everett Harris,Male,4.14,G-103-8,1.043651
G-103,1553,EEE,Isaac Thompson,Male,4.03,G-103-8,1.083821
G-103,4224,SoH,Ethan White,Male,4.11,G-103-8,1.163601
G-103,4051,MAE,Fatima Malik,Female,4.18,G-103-8,1.203829
G-103,40,LKCMedicine,Shiloh Lin,Female,4.05,G-103-8,1.283718
G-103,4821,CoB (NBS),Samantha Khan,Female,4.19,G-103-9,0.323893
G-103,18,CEE,Alan Chan,Male,4,G-103-9,1.044036
G-103,1495,CCDS,Amira Tan,Female,4.15,G-103-9,1.123683
G-103,1613,SBS,Graham Jackson,Male,3.97,G-103-9,1.204323
G-103,2165,CoE,David Young,Male,4.19,G-103-9,1.243893
G-103,1618,CEE,Dallas Huang,Male,4.09,G-103-10,1.043608
G-103,2602,CCDS,Fatima Baig,Female,4.25,G-103-10,1.124448
G-103,2679,SSS,Khalil Bin Ismail,Male,4.09,G-103-10,1.163608
G-103,4837,SBS,Yuna Wong,Female,4.07,G-103-10,1.203647
G-103,1551,CCEB,Maggie Kwan,Female,3.91,G-103-10,1.245112
G-104,2622,EEE,Priya Roy,Female,4.11,G-104-1,1.035273
G-104,2898,SSS,Nancy Yeo,Female,4.08,G-104-1,1.035206
G-104,4001,SoH,Ashna Mehta,Female,4.06,G-104-1,1.075202
G-104,3665,CCDS,Shahid Ali,Male,4.11,G-104-1,1.115273
G-104,3595,NIE,Eamon Liu,Male,4.16,G-104-1,1.275543
G-104,5962,CoB (NBS),Madison Scott,Female,3.92,G-104-2,0.236069
G-104,3937,SSS,Nisha Yadav,Female,4.18,G-104-2,1.035707
G-104,5020,NIE,Xena Reed,Female,4.11,G-104-2,1.075273
G-104,4988,CCDS,Rafael Wong,Male,4.11,G-104-2,1.115273
G-104,1395,SoH,Anil Reddy,Male,4.14,G-104-2,1.275411
G-104,1600,WKW SCI,Sophia Taylor,Female,4.06,G-104-3,0.235202
G-104,2653,CCDS,Chloe Tan,Female,4.17,G-104-3,0.915621
G-104,2562,SoH,Zainab Noor,Female,4,G-104-3,1.075382
G-104,5540,EEE,Kamran Farooq,Male,4.01,G-104-3,1.235332
G-104,1891,MAE,Ryder Ward,Male,4.15,G-104-3,1.275473
G-104,3268,CoB (NBS),Gideon Torres,Male,4.04,G-104-4,0.43523
G-104,2273,SSS,Samantha Ong,Female,4.1,G-104-4,1.035243
G-104,1446,NIE,Dahlia Chen,Female,4.04,G-104-4,1.07523
G-104,5596,CCDS,Jason Tan,Male,4.16,G-104-4,1.115543
G-104,238,CCEB,Prashant Joshi,Male,4.03,G-104-4,1.315256
G-104,3873,CoB (NBS),Leo Pranata,Male,4.2,G-104-5,0.435903
G-104,2932,SSS,Gracelyn Dela Cruz,Female,3.96,G-104-5,1.035661
G-104,2556,MAE,Chloe Wu,Female,4.03,G-104-5,1.075256
G-104,4187,SBS,Isha Verma,Female,4.03,G-104-5,1.155256
G-104,33,ASE,Waleed Malik,Male,4.15,G-104-5,1.355473
G-104,4349,WKW SCI,Benjamin Huang,Male,4.11,G-104-6,0.435273
G-104,2204,EEE,Anaya Singh,Female,4,G-104-6,1.035382
G-104,1649,MAE,Vera Ong,Female,4.09,G-104-6,1.07522
G-104,3050,CCEB,Nia Wong,Female,3.95,G-104-6,1.115751
G-104,2962,CoE,Jun Zhang,Male,4.19,G-104-6,1.355801
G-104,5263,CoB (NBS),Lily Ong,Female,3.93,G-104-7,0.235955
G-104,4039,CCDS,Anita Lim,Female,4.06,G-104-7,0.915202
G-104,1950,MAE,Lila Wu,Female,4.06,G-104-7,1.075202
G-104,759,CCDS,Daniel Adams,Male,4.05,G-104-7,1.115212
G-104,3335,EEE,William Yip,Male,4.22,G-104-7,1.236131
G-104,4894,CCDS,Fitri Binti Mohd,Female,4,G-104-8,0.915382
G-104,82,SSS,Giselle Wu,Female,4.14,G-104-8,1.035411
G-104,5685,CCEB,Maya Rahman,Female,4.06,G-104-8,1.115202
G-104,1375,CEE,Pallavi Mehta,Female,4.09,G-104-8,1.19522
G-104,5570,SPMS,Gideon Zhang,Male,4.01,G-104-8,1.355332
G-104,1542,WKW SCI,John Lim,Male,3.95,G-104-9,0.435751
G-104,4403,EEE,Ying Zhang,Female,4.18,G-104-9,1.035707
G-104,5684,SoH,Emily Johnson,Female,4.03,G-104-9,1.075256
G-104,832,SPMS,Sarah Liu,Female,4.09,G-104-9,1.15522
G-104,4664,CoE,Lance Alvarado,Male,4.04,G-104-9,1.35523
G-104,5905,CCDS,Emi Yamashita,Female,4.22,G-104-10,0.916131
G-104,5317,CoB (NBS),Zhen Zhang,Male,4.06,G-104-10,0.435202
G-104,3080,NIE,Tara Wati,Female,3.85,G-104-10,1.077091
G-104,2233,SBS,Chloe Scott,Female,3.85,G-104-10,1.157091
G-104,90,ASE,Chandra Menon,Male,4.03,G-104-10,1.355256
G-105,3970,CoB (NBS),Cora Zhang,Female,4.15,G-105-1,0.305734
G-105,5377,CCDS,Yang Jun,Male,4.17,G-105-1,1.065842
G-105,5909,SSS,Aditi Kumar,Female,4.01,G-105-1,1.06587
G-105,2010,CEE,Trung Le,Male,4.06,G-105-1,1.185641
G-105,2392,SoH,Max Johnson,Male,4.21,G-105-1,1.226155
G-105,4758,CoB (NBS),Ping An,Female,4.1,G-105-2,0.305602
G-105,1529,CCDS,Devansh Mehta,Male,4,G-105-2,1.06594
G-105,3728,MAE,Lola Zhang,Female,4.22,G-105-2,1.066253
G-105,1974,CEE,Ronald Tan,Male,4.05,G-105-2,1.185671
G-105,5339,SoH,Callum Williams,Male,4.19,G-105-2,1.225983
G-105,500,CoB (NBS),Vincent Wong,Male,4.01,G-105-3,0.34587
G-105,2732,SSS,Addison Lin,Female,4.02,G-105-3,1.065809
G-105,2728,EEE,Daphne Li,Female,4.26,G-105-3,1.106726
G-105,4589,CCEB,Sabrina Zhao,Female,4.11,G-105-3,1.225613
G-105,4869,SPMS,Kiran Rao,Male,4.15,G-105-3,1.305734
G-105,401,CoB (NBS),Haruki Suzuki,Male,4.01,G-105-4,0.34587
G-105,951,SSS,Nisha Bansal,Female,4.15,G-105-4,1.065734
G-105,1564,EEE,Amina Binti Zain,Female,4.15,G-105-4,1.105734
G-105,2913,SoH,Kunal Mehta,Male,4.12,G-105-4,1.225631
G-105,800,CoE,Ricky Chen,Male,4.09,G-105-4,1.3056
G-105,5355,CoB (NBS),Nicolas Ramos,Male,4.14,G-105-5,0.345691
G-105,5218,MAE,Julia Tan,Female,4.04,G-105-5,1.065709
G-105,2161,EEE,Tessa Li,Female,4.14,G-105-5,1.105691
G-105,5950,CEE,James Jackson,Male,4.09,G-105-5,1.1856
G-105,5565,ASE,Yumi Tanaka,Female,4.03,G-105-5,1.265755
G-105,4744,CCDS,Alyssa Tan,Female,4.1,G-105-6,1.025602
G-105,1141,SSS,Mei Chen,Female,4.02,G-105-6,1.065809
G-105,5797,MAE,Shahid Raza,Male,4.02,G-105-6,1.105809
G-105,4431,SBS,Chen Li,Female,4.12,G-105-6,1.225631
G-105,3668,ADM,Saad Javed,Male,4.15,G-105-6,1.305734
G-105,1007,CoB (NBS),Jonathan Wu,Male,4.09,G-105-7,0.3456
G-105,3108,SSS,Pallavi Kumar,Female,4.1,G-105-7,1.065602
G-105,5003,CCDS,Imran Bin Zahid,Male,4.3,G-105-7,1.067327
G-105,1803,EEE,Isabella Rodriguez,Female,3.86,G-105-7,1.107757
G-105,1789,NIE,Dallas Liu,Male,4.05,G-105-7,1.265671
G-105,28,CoB (NBS),Claudia Tan,Female,4.09,G-105-8,0.3056
G-105,5816,CCDS,Bennett Liu,Male,4.14,G-105-8,1.065691
G-105,4364,MAE,Charlotte Gonzalez,Female,4.22,G-105-8,1.066253
G-105,1490,EEE,Amit Agarwal,Male,4.15,G-105-8,1.145734
G-105,3345,CCEB,Vira Dwi,Female,3.8,G-105-8,1.229015
G-105,3415,CCDS,Tatum Roberts,Female,4.06,G-105-9,1.025641
G-105,4188,SSS,Sophie Reed,Female,4.23,G-105-9,1.06636
G-105,463,MAE,Arjun Nair,Male,3.92,G-105-9,1.106786
G-105,4510,SBS,Kylie Zhang,Female,4.04,G-105-9,1.225709
G-105,1927,MSE,Dao Tran,Male,4.15,G-105-9,1.305734
G-105,5029,WKW SCI,Olivia Miller,Female,3.87,G-105-10,0.307575
G-105,333,CCDS,Maya Torres,Female,3.92,G-105-10,1.026786
G-105,1043,MAE,Logan Martin,Male,4.12,G-105-10,1.105631
G-105,1550,CEE,Chen Bo,Male,4.17,G-105-10,1.185842
G-105,5770,NIE,Qiana Lestari,Female,4.25,G-105-10,1.226596
G-106,5898,CCEB,Quinn Larson,Female,4.12,G-106-1,0.983651
G-106,5093,MAE,Megan Zhao,Female,4.01,G-106-1,1.02382
G-106,4783,MAE,Rahul Mehta,Male,4.08,G-106-1,1.063601
G-106,113,MAE,Fahad Ali,Male,4.19,G-106-1,1.064048
G-106,3330,SSS,Jingyi,Female,4.15,G-106-1,1.303773
G-106,4387,CCEB,Kathy Tan,Female,4.05,G-106-2,0.983647
G-106,1929,EEE,Kavitha Tan,Female,4.3,G-106-2,0.985463
G-106,2370,MAE,Zedrick Ong,Male,4.05,G-106-2,1.063647
G-106,4581,SPMS,Jai Mehta,Male,4,G-106-2,1.223884
G-106,1168,NIE,Eun-Hee Kim,Female,4.14,G-106-2,1.263725
G-106,1580,WKW SCI,Nikhil Sharma,Male,4.11,G-106-3,0.383627
G-106,4934,CCEB,Arya Kapoor,Female,3.97,G-106-3,0.984122
G-106,3551,EEE,Harrison Moore,Male,4.19,G-106-3,1.024048
G-106,3654,CCDS,Aria Tan,Female,4.04,G-106-3,1.183678
G-106,2588,SoH,Mira Binti Zaki,Female,4.2,G-106-3,1.224136
G-106,1730,CoB (NBS),Siddharth Gupta,Male,4.14,G-106-4,0.383725
G-106,4753,EEE,Zara Malik,Female,3.9,G-106-4,0.984957
G-106,1294,MAE,Nolan Reyes,Male,4.16,G-106-4,1.06383
G-106,1888,CoE,Guofeng,Female,4.15,G-106-4,1.223773
G-106,2112,SoH,Noah Morris,Male,4.11,G-106-4,1.263627
G-106,4317,CoB (NBS),Oliver Martinez,Male,4.12,G-106-5,0.383651
G-106,5088,CCEB,Neelam Rani,Female,3.95,G-106-5,0.98432
G-106,4438,EEE,Noel Pineda,Male,4.19,G-106-5,1.024048
G-106,3001,CCDS,Piper Chen,Female,4.15,G-106-5,1.183773
G-106,1415,NIE,Cleo Morales,Female,4.02,G-106-5,1.263765
G-106,5676,EEE,Akemi Takahashi,Female,4.12,G-106-6,0.983651
G-106,3583,CCEB,Aria Lee,Female,3.88,G-106-6,0.985268
G-106,2713,MAE,Kevin Wang,Male,4.09,G-106-6,1.063601
G-106,4201,SPMS,Reyansh Iyer,Male,4.14,G-106-6,1.223725
G-106,2144,CoE,Oscar Villanueva,Male,4.19,G-106-6,1.264048
G-106,2147,WKW SCI,Hafiz Ahmad,Male,4.14,G-106-7,0.383725
G-106,5885,EEE,Jun Liu,Female,3.9,G-106-7,0.984957
G-106,3471,CCEB,Gandhi Saputra,Male,3.95,G-106-7,1.02432
G-106,850,CCDS,Sienna Lee,Female,3.88,G-106-7,1.185268
G-106,930,CoE,Jason Robinson,Male,4.52,G-106-7,1.271197
G-106,1002,CCEB,Priya Nair,Female,4.12,G-106-8,0.983651
G-106,1785,MAE,Gabriella Dela Cruz,Female,4.01,G-106-8,1.02382
G-106,4732,EEE,Albert Wang,Male,4.01,G-106-8,1.02382
G-106,5983,SPMS,Sergei Ivanovich,Male,4,G-106-8,1.223884
G-106,164,LKCMedicine,Nisha Verma,Female,4.18,G-106-8,1.303967
G-106,623,CoB (NBS),Minghao,Female,4,G-106-9,0.343884
G-106,3054,CCEB,Om Tan,Male,4.15,G-106-9,1.023773
G-106,3686,EEE,Cole Huang,Male,4.19,G-106-9,1.024048
G-106,5657,SPMS,Charlotte Harris,Female,4.02,G-106-9,1.183765
G-106,3008,CCDS,Thomas Harris,Male,3.95,G-106-9,1.22432
G-106,1470,CCEB,Tania Ng,Female,4.15,G-106-10,0.983773
G-106,5089,MAE,Isla Lee,Female,4.15,G-106-10,1.023773
G-106,330,EEE,Dylan Li,Male,3.9,G-106-10,1.024957
G-106,5670,SoH,Miyu Nishimura,Female,4.06,G-106-10,1.223623
G-106,2385,ADM,Hoang Nguyen,Male,4.02,G-106-10,1.343765
G-107,4749,WKW SCI,Nina Zhao,Female,4.15,G-107-1,0.224269
G-107,1541,CCEB,Zulaikha Binti Rahman,Female,4,G-107-1,0.984185
G-107,4901,MAE,Victoria Reyes,Female,4.2,G-107-1,1.024697
G-107,4336,EEE,Xiangqi,Male,4,G-107-1,1.184185
G-107,5335,SPMS,Qiang Zhang,Male,4.2,G-107-1,1.264697
G-107,5212,EEE,Sana Menon,Female,4.22,G-107-2,0.944924
G-107,830,CCDS,Samreen Ali,Female,4.07,G-107-2,1.024
G-107,1968,SBS,Yumi Hayashi,Female,3.89,G-107-2,1.145267
G-107,598,MSE,Riana Binti Abdul,Female,4.25,G-107-2,1.185325
G-107,1979,NIE,Archer Powell,Male,4.12,G-107-2,1.384108
G-107,3973,WKW SCI,Karan Patel,Male,4.14,G-107-3,0.464207
G-107,4040,CCEB,Rina Ali,Female,4.09,G-107-3,0.984019
G-107,754,MAE,Bria Tsai,Female,4.23,G-107-3,1.02505
G-107,2445,SPMS,Chad Dela Cruz,Male,4.02,G-107-3,1.264092
G-107,4074,CEE,Daniel Tan,Male,4,G-107-3,1.304185
G-107,2334,EEE,Meera Gupta,Female,4.04,G-107-4,0.944031
G-107,1308,CCEB,Vera Chan,Female,4.1,G-107-4,0.984041
G-107,2292,CEE,Lily Lim,Female,4.19,G-107-4,1.064595
G-107,3849,CCDS,Zane Wong,Male,4.03,G-107-4,1.264058
G-107,2916,SSS,Omar Rivera,Male,4.12,G-107-4,1.344108
G-107,112,CoB (NBS),Misha Malik,Female,4.14,G-107-5,0.224207
G-107,5790,CCEB,Cheryl Ong,Female,4,G-107-5,0.984185
G-107,3344,CCDS,Lana Tan,Female,4,G-107-5,1.024185
G-107,5767,EEE,Carter Hall,Male,4.14,G-107-5,1.184207
G-107,5804,SPMS,Liu Yang,Male,4.16,G-107-5,1.264339
G-107,2941,EEE,Xiaoling Chen,Female,4.02,G-107-6,0.944092
G-107,2877,CCDS,Hayden Wu,Female,4.12,G-107-6,1.024108
G-107,2196,SBS,Jia Li,Female,4.03,G-107-6,1.144058
G-107,89,CoE,Suresh Bhat,Female,4.14,G-107-6,1.184207
G-107,4677,NIE,Emery Wu,Male,4.1,G-107-6,1.384041
G-107,768,CoB (NBS),Kavita Singh,Female,3.89,G-107-7,0.225267
G-107,895,CCEB,Saanvi Roy,Female,4.25,G-107-7,0.985325
G-107,4621,SPMS,Amelia Lewis,Female,4.22,G-107-7,1.024924
G-107,1463,EEE,Xiao Zhang,Male,4.02,G-107-7,1.184092
G-107,4716,MAE,Joko Susanto,Male,3.9,G-107-7,1.265129
G-107,1212,CoB (NBS),Samantha Sanchez,Female,4.25,G-107-8,0.225325
G-107,5645,CCEB,Le Van Minh,Female,4.02,G-107-8,0.984092
G-107,2471,CCDS,Nguyen Thi Hoa,Female,3.87,G-107-8,1.025568
