Tutorial Group,Total Students,Overall Avg CGPA,Group Number,Group Size,Group Students,Group Avg CGPA,Male Ratio,Female Ratio,School Diversity,GPA Variance,Gender Variance,Vector Displacement
G-33,50,4.11,Group 7,5,"Jonas Li, Afreen Bukhari, Rebecca Chen, Hana Yamada, Isaac Robinson",4.09,0.4,0.6,5,0.0045,0.96,0.1178
G-33,50,4.11,Group 8,5,"Luna Zhao, Lin Yi, Yu Chen, Xinyi Lim, Graham Yang",4.14,0.2,0.8,5,0.044,0.64,0.1434
G-33,50,4.11,Group 9,5,"Milo Wong, Yuan Li, Lola Lee, Sophie Ong, Liang Zhao",4.11,0.4,0.6,5,0.0071,0.96,0.1337
G-33,50,4.11,Group 10,5,"Zoe Murphy, Fengxiu, Maya Shankar, Lucy Rogers, Ayden Cooper",4.17,0.2,0.8,5,0.003,0.64,0.1762
G-34,50,4.09,Group 1,5,"Rizwan Bin Mohd, Matthew Morgan, Hafizah Binti Mohd, Arnav Mehta, Hao Ren",4.02,0.6,0.4,5,0.0175,0.96,0.1065
G-34,50,4.09,Group 2,5,"Cynthia Handayani, Li Qiang, Ivy Yu, Frankie Yip, Talia Wong",4.03,0.4,0.6,5,0.015,0.96,0.1103
G-34,50,4.09,Group 3,5,"Angela Lee, Takashi Tanaka, Ethan Clark, Tina Li, Emily Liang",4.09,0.4,0.6,5,0.0101,0.96,0.1159
G-34,50,4.09,Group 4,5,"Li Wei, Bruno Alonzo, Samuel Wang, Kaira Tan, Dahlia Zhao",4.09,0.4,0.6,5,0.0137,0.96,0.1159
G-34,50,4.09,Group 5,5,"Arjun Sharma, Vanessa Lee, Ellie Stewart, Tama Prabowo, Nanami Nakamura",4.1,0.4,0.6,5,0.0044,0.96,0.1239
G-34,50,4.09,Group 6,5,"Jin Wei Tan, Jessica Liu, Nathan Lee, Fiona Garcia, Gina Tam",4.05,0.4,0.6,5,0.0105,0.96,0.1248
G-34,50,4.09,Group 7,5,"Mei Lin, Aihua Li, Nitesh Singh, Nadia Sari, Xiao Liu",4.09,0.6,0.4,5,0.0129,0.96,0.1268
G-34,50,4.09,Group 8,5,"Rizwan Ahmad, Aditi Reddy, Siddharth Patel, Zai Binti Mohd, Asher Bell",4.14,0.6,0.4,5,0.0091,0.96,0.1286
G-34,50,4.09,Group 9,5,"Zhen Yang, Dewi Anjani, Lily Li, Nash Clark, Victoria Ross",4.13,0.4,0.6,5,0.0097,0.96,0.1334
G-34,50,4.09,Group 10,5,"Sakshi Bhatia, Owen Cox, Ruba Khan, Liam Zhao, Xiang Li",4.15,0.6,0.4,5,0.0051,0.96,0.1454
G-35,50,4.11,Group 1,5,"Mira Wong, Zhang Qiang, Stella Lim, Luca Yang, Ika Binti Jamal",4.13,0.4,0.6,5,0.002,0.96,0.0762
G-35,50,4.11,Group 2,5,"Tran Thi Phuong, Kieran Tan, Samantha Nguyen, Talha Ali, Laurel Wu",4.13,0.4,0.6,5,0.0078,0.96,0.0763
G-35,50,4.11,Group 3,5,"Mei Ling, Noah Wong, Gemma Lee, Chao Xu, Katherine Diaz",4.05,0.4,0.6,5,0.015,0.96,0.0866
G-35,50,4.11,Group 4,5,"Anika Patel, Peishan, Carter Bell, Zhi Qi Tan, Isaac Robinson",4.11,0.6,0.4,5,0.0203,0.96,0.0824
G-35,50,4.11,Group 5,5,"Leo Tan, Zara Abbas, Minnie Zhang, Bodhi Yang, Yuan Feng",4.11,0.6,0.4,5,0.0025,0.96,0.0904
G-35,50,4.11,Group 6,5,"Zain Karim, Alina Tan, Zhonghua, Riya Joshi, Rohan Bhatt",4.13,0.4,0.6,5,0.0049,0.96,0.0843
G-35,50,4.11,Group 7,5,"Taro Yamamoto, Shalini Gupta, Fangzhou, Lily Wong, Zeke Murphy",4.13,0.4,0.6,5,0.0045,0.96,0.0842
G-35,50,4.11,Group 8,5,"Huang Lei, Amira Khan, Saba Qureshi, Ling Xu, Eko Supriyanto",4.1,0.4,0.6,5,0.0014,0.96,0.132
G-35,50,4.11,Group 9,5,"Thomas Lee, Evelyn Wang, Miki Suzuki, Shiming, Isla Lin",4.1,0.2,0.8,5,0.0086,0.64,0.1465
G-35,50,4.11,Group 10,5,"Alyssa Ong, Jianjun, Elsa Binti Sulaiman, Sana Iyer, Nicole Li",4.11,0.2,0.8,5,0.0209,0.64,0.1224
G-36,50,4.08,Group 1,5,"Owen Mitchell, Sanya Yadav, Logan Kim, Olivia Moore, Susan Tan",4.07,0.4,0.6,5,0.0161,0.96,0.0725
G-36,50,4.08,Group 2,5,"Nguyen Van Thanh, Xing Ying, Jasper Lim, Anisa Rahman, Anna Yang",4.03,0.4,0.6,5,0.0075,0.96,0.0826
G-36,50,4.08,Group 3,5,"Jae-Suk Jung, Vikash Wang, Ryder Brown, Eliza Lin, Marco Garcia",4.11,0.6,0.4,5,0.0049,0.96,0.0859
G-36,50,4.08,Group 4,5,"Omar Peterson, Robert Jones, Carmen Lim, Maya Yusof, Hassan Raza",4.08,0.6,0.4,5,0.0103,0.96,0.101
G-36,50,4.08,Group 5,5,"Arvind Nair, Erik Yang, Aisha Noor, Ella Lee, Benjamin Zhu",4.06,0.6,0.4,5,0.0142,0.96,0.1012
G-36,50,4.08,Group 6,5,"Chunxiu, Emily Lee, Hugo Long, Angelina Chang, Samuel Nelson",4.1,0.6,0.4,5,0.0219,0.96,0.1014
G-36,50,4.08,Group 7,5,"Alvin Young, Tama Prabowo, Layla Hughes, Leah Smith, Rakesh Pillai",4.05,0.6,0.4,5,0.0114,0.96,0.1178
G-36,50,4.08,Group 8,5,"Addison Cook, Adil Patel, Bo Wen Lim, Liam Davis, Yuki Nakamura",4.07,0.6,0.4,5,0.0032,0.96,0.117
G-36,50,4.08,Group 9,5,"Azlan Bin Rahim, Shreyas Nair, Oliver Cheng, Dylan Nguyen, Lila Chang",4.04,0.8,0.2,5,0.0188,0.64,0.1432
G-36,50,4.08,Group 10,5,"Hannah Moore, Kevin Ross, Benjamin Huang, Chris Evans, Lily Zhang",4.15,0.6,0.4,5,0.0046,0.96,0.1222
G-37,50,4.13,Group 1,5,"Nora Tan, Gordon Ho, Jin Wei, Victor Wong, Min-Young Kim",4.15,0.4,0.6,5,0.0445,0.96,0.0674
G-37,50,4.13,Group 2,5,"Erin Zhang, Bruno Alonzo, Sophia Johnson, Caleb Bennett, Benjamin Lee",4.15,0.6,0.4,5,0.036,0.96,0.0709
G-37,50,4.13,Group 3,5,"Kavya Joshi, Sophie Zhao, Kellan Baker, Rajesh Yadav, Cory Tan",4.13,0.6,0.4,5,0.0039,0.96,0.0709
G-37,50,4.13,Group 4,5,"Ember Chen, Evelyn Carter, Amina Zainal, Jasper Tan, Tran Van Phuc",4.13,0.4,0.6,5,0.0034,0.96,0.0753
G-37,50,4.13,Group 5,5,"Neha Yadav, Mia White, Lisa Yang, Avery Lee, Bennett Yang",4.09,0.4,0.6,5,0.0049,0.96,0.0836
G-37,50,4.13,Group 6,5,"Alya Farisha, Nisha Binti, Amelia Clark, Isabella Cheung, Cameron Tan",4.1,0.2,0.8,5,0.0091,0.64,0.1087
G-37,50,4.13,Group 7,5,"Lily Liu, Vera Kim, Chengxian, Sara Tan, Zac Johnson",4.08,0.4,0.6,5,0.0136,0.96,0.0837
G-37,50,4.13,Group 8,5,"Zara Binti Mohd, Asma Sheikh, Nita Yuliana, Theresa Tan, Gavin Wu",4.1,0.2,0.8,5,0.0193,0.64,0.1407
G-37,50,4.13,Group 9,5,"Jin Xiu Lim, Wenkai, Kavita Iyer, Juliet Chen, Logan King",4.08,0.4,0.6,5,0.0101,0.96,0.1237
G-37,50,4.13,Group 10,5,"Jasper Wu, Medi Prabowo, Willa Ford, Megan Tsai, Dante Ong",4.28,0.6,0.4,4,0.1222,0.96,0.178
G-38,50,4.09,Group 1,5,"Aoqin, Shivam Reddy, Sonia Irfan, Marcus Chen, Phan Duc Minh",4.07,0.6,0.4,5,0.0125,0.96,0.0657
G-38,50,4.09,Group 2,5,"Tiantian, Tanner Pineda, Wyatt Price, Tingting, Li Wei",4.09,0.6,0.4,5,0.0023,0.96,0.0896
G-38,50,4.09,Group 3,5,"Zainab Rashid, Jett Chen, Zhi Hao Lim, Lina Binti Omar, Nora Binti Rahman",4.06,0.4,0.6,5,0.0277,0.96,0.0834
G-38,50,4.09,Group 4,5,"Tanya Lim, Noah Alonzo, Sana Rani, Rishi Reddy, Ikram Tan",4.08,0.6,0.4,5,0.0106,0.96,0.0896
G-38,50,4.09,Group 5,5,"Prisha Tan, Fatima Binti, Xena Chan, Stepan Aleksandrov, Bhavesh Gandhi",4.1,0.4,0.6,5,0.0174,0.96,0.0753
G-38,50,4.09,Group 6,5,"Zainab Bukhari, Lina Zhang, Prisha Singh, Vera Nikitina, Kaito Saito",4.06,0.2,0.8,5,0.0113,0.64,0.1299
G-38,50,4.09,Group 7,5,"Nina Singh, Ulysses Ramos, Nisha Kaur, Ruqaiya Ali, Hunter Moore",4.1,0.4,0.6,5,0.0075,0.96,0.1073
G-38,50,4.09,Group 8,5,"Neela Joshi, Andrew Wright, Layla Price, Pallavi Menon, Ming Zhen Lim",4.09,0.4,0.6,5,0.008,0.96,0.1152
G-38,50,4.09,Group 9,5,"Sara Binti Kamar, Misha Javed, Tristan Smith, Ruby Chow, Benson Huang",4.17,0.4,0.6,5,0.0384,0.96,0.0932
G-38,50,4.09,Group 10,5,"Peyton James, Anis Binti Ahmad, Yuna Sato, Simran Kaur, Dina Binti Omar",4.06,0.0,1.0,5,0.0225,0.0,0.197
G-39,50,4.08,Group 1,5,"Kiran Nadar, Emiko Takahashi, Zoe Perez, Michael Nelson, Aman Ali",4.12,0.4,0.6,5,0.015,0.96,0.0795
G-39,50,4.08,Group 2,5,"Tran Thi Lan, Shan Li, Kirk Lee, Ulysses Wong, Emilia Tsang",4.09,0.4,0.6,5,0.0013,0.96,0.0942
G-39,50,4.08,Group 3,5,"Mia Thompson, Zainab Iqbal, Rani Kaur, Quincy Turner, Alexander Black",4.14,0.4,0.6,5,0.0055,0.96,0.097
G-39,50,4.08,Group 4,5,"Layla Tsai, Pooja Bhatt, Sariyah Binti Rahman, Freddie Chan, Aakash Kumar",4.1,0.4,0.6,5,0.0087,0.96,0.0946
G-39,50,4.08,Group 5,5,"Lily Wang, Matthew Scott, Saswati Roy, Anita Wong, Nicolas Brown",4.08,0.4,0.6,5,0.0028,0.96,0.1102
G-39,50,4.08,Group 6,5,"Nadia Wong, Griffin Yang, Xiu Ying Tan, Nancy Lee, Saifullah Malik",4.07,0.4,0.6,5,0.0041,0.96,0.1102
G-39,50,4.08,Group 7,5,"Zara Chen, Ariana Bennett, Xue Ling Tan, Victoria Kwan, Liam Wong",4.06,0.2,0.8,5,0.0195,0.64,0.143
G-39,50,4.08,Group 8,5,"Ella Harris, Ananya Sinha, Noor Fatima, Faye Wong, Vikram Seth",4.1,0.2,0.8,5,0.0035,0.64,0.1591
G-39,50,4.08,Group 9,5,"Jinlong, Elena Chen, Hannah Wong, Saanvi Kapoor, Mukti Bin Ibrahim",3.98,0.4,0.6,5,0.0151,0.96,0.1411
G-39,50,4.08,Group 10,5,"Rohit Sharma, Sofia Turner, Bingli, Savannah Scott, Ethan Wilson",4.04,0.4,0.6,5,0.0007,0.96,0.1515
G-4,50,4.08,Group 1,5,"Sophia Mitchell, Laura Tan, Luca Wu, Elias Carter, Aaliyah Morgan",4.08,0.4,0.6,5,0.0077,0.96,0.0783
G-4,50,4.08,Group 2,5,"Parvati Chatterjee, Ming Li Tan, Pooja Verma, David Hughes, William Harris",4.09,0.4,0.6,5,0.0158,0.96,0.0704
G-4,50,4.08,Group 3,5,"Esther Lee, Lan Huang, Derek Yang, Dmitry Orlov, Nina Baker",4.06,0.4,0.6,5,0.0069,0.96,0.0787
G-4,50,4.08,Group 4,5,"Sofia Khan, Gracie Scott, Dylan Ward, Rongwei, Emilio Garcia",4.07,0.4,0.6,5,0.0095,0.96,0.0783
G-4,50,4.08,Group 5,5,"Fatimah Abdullah, Juliati Wibowo, Kiran Patel, Sophie Fox, Santiago De Leon",4.08,0.4,0.6,5,0.0049,0.96,0.0863
G-4,50,4.08,Group 6,5,"Meera Bansal, Sanya Mehta, Lina Tan, Fiona Yeo, Zachary Nelson",4.09,0.2,0.8,5,0.007,0.64,0.1132
G-4,50,4.08,Group 7,5,"Eryan, Emily Tan, Cathy Ng, Charlotte Tsai, Elan Shah",4.06,0.2,0.8,5,0.0143,0.64,0.1215
G-4,50,4.08,Group 8,5,"Nozomi Takahashi, Xiaoping, Nora Pineda, Ruby Kwan, Kieran Ross",4.12,0.2,0.8,5,0.013,0.64,0.1231
G-4,50,4.08,Group 9,5,"Zainab Farooq, Aiden Turner, Hana Tan, Nurul Hafiza, Charles Robinson",4.09,0.4,0.6,5,0.0064,0.96,0.1184
G-4,50,4.08,Group 10,5,"Dapeng, Xiu Fen, Molly Chen, Sania Bukhari, Arvind Rao",4.06,0.2,0.8,5,0.0048,0.64,0.1697
G-40,50,4.1,Group 1,5,"Zora Villanueva, Tam Vo, Tam Nguyen, Jacob Parker, Claudia Kim",4.16,0.4,0.6,5,0.0341,0.96,0.0947
G-40,50,4.1,Group 2,5,"Saira Malik, Isaac Hall, Sierra Murphy, Yun Ling Ng, Lola Li",4.25,0.4,0.6,5,0.0546,0.96,0.0939
G-40,50,4.1,Group 3,5,"Ava Martinez, Mukesh Kumar, Elijah Turner, Willow Chan, Maya Mohd",4.1,0.4,0.6,5,0.0107,0.96,0.1014
G-40,50,4.1,Group 4,5,"Saira Bukhari, Tian Zhang, Harrison Mendoza, Elena Tan, Hua Mei",4.11,0.4,0.6,5,0.0032,0.96,0.1174
G-40,50,4.1,Group 5,5,"Aiko Yoshikawa, Hudson Walker, Karim Khan, Yasmin Binti Aziz, Elliot Bautista",4.1,0.6,0.4,5,0.0037,0.96,0.118
G-40,50,4.1,Group 6,5,"Indira Das, Felicia Tan, Dinesh Rao, Rizal Ramadhan, Maya Chan",4.11,0.4,0.6,5,0.0145,0.96,0.1014
G-40,50,4.1,Group 7,5,"Stella Li, Wani Binti Amin, Ryan Lewis, Finn Roberts, Chandan Sharma",4.03,0.6,0.4,5,0.006,0.96,0.112
G-40,50,4.1,Group 8,5,"Zara Adams, Akiko Suzuki, Zhao Yu Tan, Yuri Chekhov, Jia Zhang",4.03,0.4,0.6,5,0.0143,0.96,0.1116
G-40,50,4.1,Group 9,5,"Aiyun, Daria Tan, Duy Pham, Xavier Hall, Yogi Setiawan",4.08,0.4,0.6,5,0.0027,0.96,0.1255
G-40,50,4.1,Group 10,5,"Tari Hapsari, Rita Lee, Emily Wu, Fedor Baranov, Isaac Tan",4.05,0.4,0.6,4,0.0122,0.96,0.2144
G-41,50,4.1,Group 1,5,"Jaya Kapoor, Feng Gao, Xing Chen, Vinay Nair, Riley Yang",4.09,0.4,0.6,5,0.0188,0.96,0.0798
G-41,50,4.1,Group 2,5,"Areeba Ahmad, Aarav Singh, Riley Brown, Priya Mehta, Samia Bukhari",4.1,0.4,0.6,5,0.0074,0.96,0.1037
G-41,50,4.1,Group 3,5,"Farah Ali, Nikhil Joshi, Rishabh Sharma, Lina Zhao, Min-Seok Lee",4.1,0.6,0.4,5,0.0073,0.96,0.1015
G-41,50,4.1,Group 4,5,"Hilda Andayani, Leah Wang, Ryoji Yamamoto, Jayden Richardson, Victor Leonov",4.08,0.6,0.4,5,0.0123,0.96,0.1099
G-41,50,4.1,Group 5,5,"Phoebe Wang, Rebecca Tan, Owen Tan, Desmond Tan, Khairul Bin Jamil",4.08,0.6,0.4,5,0.0189,0.96,0.1017
G-41,50,4.1,Group 6,5,"Hana Kim, Riley Campbell, Vikram Nair, Elena Fedorova, Shahid Waseem",4.08,0.4,0.6,5,0.0268,0.96,0.096
G-41,50,4.1,Group 7,5,"Siddharth Rao, Isha Rai, Xia Yan, Samantha Murphy, Mason Garcia",4.15,0.4,0.6,5,0.0036,0.96,0.1144
G-41,50,4.1,Group 8,5,"Samuel Lin, Ananya Verma, Celeste Ong, Yuna Lee, Leo Flores",4.1,0.4,0.6,5,0.0025,0.96,0.1277
G-41,50,4.1,Group 9,5,"Daniel Alonzo, Jenna Lim, Ling Yu, Xing Li, Tariq Bin Ali",4.13,0.4,0.6,5,0.0029,0.96,0.1289
G-41,50,4.1,Group 10,5,"Caleb Lee, Lana Wang, Adeel Ahmed, Anushka Singh, Lily Roberts",4.06,0.4,0.6,5,0.006,0.96,0.1288
G-42,50,4.1,Group 1,5,"Mikayla Lin, Haruki Fujii, Mackenzie Dela Cruz, Dinesh Patil, Sophia Brown",4.18,0.4,0.6,5,0.0368,0.96,0.0759
G-42,50,4.1,Group 2,5,"Hina Ahmad, Grace King, Ian Alonzo, Ali Salam, Jin-Ho Park",4.19,0.6,0.4,5,0.0328,0.96,0.0793
G-42,50,4.1,Group 3,5,"Sonia Mehta, Holly Morales, Gavin White, Kiran Sethi, Suresh Iyer",4.05,0.6,0.4,5,0.0109,0.96,0.0852
G-42,50,4.1,Group 4,5,"Luca Walker, Riya Patil, Laila Khan, Tristan King, Koa Wu",4.09,0.6,0.4,5,0.0043,0.96,0.0844
G-42,50,4.1,Group 5,5,"Colton Zhao, Jasmine Putri, Sonali Singh, Victor Parker, Obi Prabowo",4.12,0.6,0.4,5,0.0183,0.96,0.0846
G-42,50,4.1,Group 6,5,"Nai Li, Ivy Lim, Ava Miller, Ryan Yang, Dante Hughes",4.12,0.6,0.4,5,0.0042,0.96,0.0926
G-42,50,4.1,Group 7,5,"Cheng Yu, Sanya Sharma, Tanvi Desai, Dallas Liu, James Martinez",4.07,0.6,0.4,5,0.0156,0.96,0.0926
G-42,50,4.1,Group 8,5,"Heng Yi Lim, Lina Agustina, Darren Lee, Sienna Martinez, Lola Lin",4.04,0.4,0.6,5,0.0221,0.96,0.0985
G-42,50,4.1,Group 9,5,"Jacob Young, Anushka Reddy, Nisha Reddy, Brenda Yip, Mai Ngo",4.1,0.2,0.8,5,0.0511,0.64,0.1314
G-42,50,4.1,Group 10,5,"Kevin Patel, Chloe Young, Nina Morales, Ling Hua, Rina Iyer",4.01,0.2,0.8,4,0.0103,0.64,0.2461
G-43,50,4.08,Group 1,5,"Zhi Qi Tan, Pooja Bansal, Min Zhu, Danish Malik, Chandra Menon",4.03,0.6,0.4,5,0.0057,0.96,0.0949
G-43,50,4.08,Group 2,5,"Liam Patel, Ada Tan, Rina Sharma, Kiran Gupta, Vincent King",4.09,0.6,0.4,5,0.007,0.96,0.0998
G-43,50,4.08,Group 3,5,"Hugo Cruz, Sophie Ong, Kendra Zhao, Hao Zhi Lim, Yasmin Rahmadani",4.07,0.4,0.6,5,0.0041,0.96,0.1057
G-43,50,4.08,Group 4,5,"David Wright, Kanghao, Ruiqi, Kade Young, Amber Tan",4.09,0.4,0.6,5,0.0164,0.96,0.1055
G-43,50,4.08,Group 5,5,"Grace Campbell, Ke Wang, Khadija Waseem, Koh Wei, Gita Menon",4.07,0.4,0.6,5,0.002,0.96,0.1217
G-43,50,4.08,Group 6,5,"Xia Yu, Ben Wong, Ava Brown, Kiran Tan, Jackson Yip",4.08,0.4,0.6,5,0.0017,0.96,0.1295
G-43,50,4.08,Group 7,5,"Lana Wong, Isaiah Huang, Evan Lewis, Aditi Singh, Taro Watanabe",4.08,0.6,0.4,5,0.0012,0.96,0.1317
G-43,50,4.08,Group 8,5,"Zara Latif, Shiv Kumar, Nadeem Khan, Kayla Rivera, Asim Hussain",4.1,0.6,0.4,5,0.0026,0.96,0.1323
G-43,50,4.08,Group 9,5,"Takumi Nakamura, Nugroho Setyawan, Jin Xiu, Da Huang, Hui Mei",4.13,0.6,0.4,5,0.0045,0.96,0.151
G-43,50,4.08,Group 10,5,"Jaxon Martin, Deepak Kumar, Gavin Ramirez, Sara Li, Isaac Green",4.08,0.8,0.2,5,0.0107,0.64,0.1708
G-44,50,4.11,Group 1,5,"Oliver Lopez, Alina Iqbal, Nora Baker, Nguyen Quoc Duy, Valeria Ivanova",4.07,0.4,0.6,5,0.0093,0.96,0.0784
G-44,50,4.11,Group 2,5,"Mahesh Babu, Eli, Dorian Morales, Ava Kim, Una Ningsih",4.1,0.4,0.6,5,0.0126,0.96,0.078
G-44,50,4.11,Group 3,5,"Chen Xiang, Aiko Fujimoto, Aditi Joshi, Gabriel Diaz, Isaiah Cooper",4.19,0.6,0.4,5,0.0302,0.96,0.0862
G-44,50,4.11,Group 4,5,"Milo Zhao, Evelyn Lim, Rinawati Rahim, Zeenat Awan, Wyatt Campbell",4.08,0.6,0.4,5,0.0087,0.96,0.0914
G-44,50,4.11,Group 5,5,"Matthew Wu, Lillian Kelly, Zoe Adams, Isaac Koh, An Pham",4.11,0.4,0.6,5,0.0028,0.96,0.102
G-44,50,4.11,Group 6,5,"Asher Wu, Leo Wilson, Anika Mehta, Xia Li, Aria Smith",4.13,0.4,0.6,5,0.0119,0.96,0.0942
G-44,50,4.11,Group 7,5,"Elena Wong, Taojie, Zara Yang, Suresh Kumar, Zhihao Wang",4.1,0.6,0.4,5,0.0007,0.96,0.1071
G-44,50,4.11,Group 8,5,"Patricia Lim, Ming Zhao, Sadaf Iqbal, Ling Feng, Rehan Khan",4.08,0.6,0.4,5,0.0015,0.96,0.1073
G-44,50,4.11,Group 9,5,"Kiran Lee, Tae-Woo Lee, Willa Howard, Elijah Wilson, Quincy Ong",4.09,0.6,0.4,5,0.0166,0.96,0.1152
G-44,50,4.11,Group 10,5,"Christian Peterson, Rafael Mendoza, Jin Xiu, Sanjay Verma, Xue Liu",4.1,0.6,0.4,5,0.0029,0.96,0.1311
G-45,50,4.06,Group 1,5,"Lacey Tsai, Winston Santos, Ava Carter, Theo Campbell, Sarah Taylor",4.07,0.4,0.6,5,0.0044,0.96,0.087
G-45,50,4.06,Group 2,5,"Ava Harris, Mara Dela Cruz, Yun Cheng, Kartik Subramanian, Lincoln Yang",4.05,0.6,0.4,5,0.006,0.96,0.0797
G-45,50,4.06,Group 3,5,"Coco Tan, Beatrice Kwan, Wei Zhang, Erik Yudhi, Charlotte Moore",4.06,0.4,0.6,5,0.0018,0.96,0.087
G-45,50,4.06,Group 4,5,"Abby Cooper, Bingqi, Nguyen Thi Kim, Sidharth Malhotra, Winston Wong",4.09,0.4,0.6,5,0.0165,0.96,0.0793
G-45,50,4.06,Group 5,5,"Kavita Gupta, Nurul Huda, Gianna Kim, Elliot Lim, Charlie Wong",4.12,0.4,0.6,5,0.0187,0.96,0.0888
G-45,50,4.06,Group 6,5,"Alina Shah, Hana Nishida, Ahmad Hassan, Tuan Le, Jesse Mendoza",4.05,0.6,0.4,5,0.0085,0.96,0.0958
G-45,50,4.06,Group 7,5,"Kou Suzuki, Maya Lim, Isabella Tan, Cahya Sari, Ulysses Mitchell",4.1,0.4,0.6,5,0.0063,0.96,0.1116
G-45,50,4.06,Group 8,5,"Luka Brown, Aliya Khan, Leah Liu, Molly Pineda, Aiden Tan",4.04,0.4,0.6,5,0.0066,0.96,0.1113
G-45,50,4.06,Group 9,5,"Fikri Bin Ali, Tu Le, Anu Rao, Rachael Tan, Vince Wong",4.01,0.4,0.6,5,0.0263,0.96,0.1122
G-45,50,4.06,Group 10,5,"Kang Wei Lim, Rahul Khanna, Charlotte Perez, Saanvi Rao, Neha Bhatia",4.05,0.4,0.6,4,0.0178,0.96,0.1511
G-46,50,4.06,Group 1,5,"Daniel Hall, Dina Binti Azhar, Nash Lee, Shunwei, Zane Huang",4.04,0.6,0.4,5,0.0046,0.96,0.1031
G-46,50,4.06,Group 2,5,"Nikita Alexeyev, Ella Davis, Elijah Scott, Ashley Thompson, Dante Huang",4.03,0.6,0.4,5,0.0127,0.96,0.1032
G-46,50,4.06,Group 3,5,"Zeeshan Muneeb, Mabel Tsai, Wenyi, Shreya Choudhury, Harrison Chen",4.07,0.6,0.4,5,0.0201,0.96,0.1031
G-46,50,4.06,Group 4,5,"Lianhua, Dahlia Li, Quincy Turner, Leah Wong, Wyatt Ward",4.04,0.6,0.4,5,0.0188,0.96,0.1032
G-46,50,4.06,Group 5,5,"Sophie Johnson, Rakesh Nair, Kiran Sharma, Isha Rao, James Griffin",4.06,0.6,0.4,5,0.0115,0.96,0.1111
G-46,50,4.06,Group 6,5,"Shila Binti Zain, Beckett Lee, Minghao, Lila Hayes, Fiona Lim",4.05,0.4,0.6,5,0.0015,0.96,0.122
G-46,50,4.06,Group 7,5,"Elizaveta Semyonova, Dmitry Grigoriev, Wyatt Johnson, Cora Tsai, Kwan-Jin Park",3.98,0.6,0.4,5,0.0099,0.96,0.1279
G-46,50,4.06,Group 8,5,"Isabella Wright, Rachael Chang, Madiha Bukhari, Tian Li, Yong Wei Tan",4.05,0.4,0.6,5,0.0078,0.96,0.122
G-46,50,4.06,Group 9,5,"Owais Javed, Rania Sulaiman, Sabrina Chen, Josh Tan, Nadia Binti Zain",4.21,0.6,0.4,4,0.1479,0.96,0.2262
G-46,50,4.06,Group 10,5,"Leonard Wong, Haruna Ito, Penny Yip, Sakshi Gupta, Pallavi Jain",4.03,0.2,0.8,4,0.0205,0.64,0.2578
G-47,50,4.06,Group 1,5,"Maddox Hughes, Tarun Khanna, Finn Liu, Lily Gonzalez, Rani Malik",4.06,0.4,0.6,5,0.0064,0.96,0.1103
G-47,50,4.06,Group 2,5,"Vivian Chen, Sienna Morales, James Lewis, Ethan Hall, Gina Permata",4.05,0.4,0.6,5,0.0056,0.96,0.1104
G-47,50,4.06,Group 3,5,"Madiha Khan, Chris Young, Madison Baker, Kiran Yadav, Scarlett Coleman",4.06,0.4,0.6,5,0.0157,0.96,0.1023
G-47,50,4.06,Group 4,5,"Parker Cruz, Naina Bhatia, Emily Powell, Yoshio Suzuki, Julian Bennett",3.99,0.6,0.4,5,0.0118,0.96,0.1183
G-47,50,4.06,Group 5,5,"Tanner Mendoza, Leila Rahman, Jett Liu, Sakura Tanaka, Priti Yeo",4.09,0.4,0.6,5,0.0108,0.96,0.1112
G-47,50,4.06,Group 6,5,"Nguyen Van Khoa, Lily Rivera, David Wright, Nora Turner, Si Min Tan",4.08,0.4,0.6,5,0.0072,0.96,0.1188
G-47,50,4.06,Group 7,5,"Rajiv Singh, Violet Simpson, Eleanor Morales, Nazim Bin Ali, Samuel White",4.05,0.6,0.4,5,0.0079,0.96,0.1293
G-47,50,4.06,Group 8,5,"Kishore Iyer, Zeenat Malik, Chloe Ward, Oscar Harris, Kamal Nair",4.07,0.6,0.4,5,0.0071,0.96,0.1294
G-47,50,4.06,Group 9,5,"Sophia Wilson, Fenny Widianti, Exiang, Zainab Ali, Noel Wu",4.07,0.4,0.6,5,0.0116,0.96,0.1345
G-47,50,4.06,Group 10,5,"Sienna Allen, Zeke Villanueva, Subhash Yadav, Willa Reed, Jae Min Lim",4.08,0.6,0.4,5,0.0148,0.96,0.1375
G-48,50,4.12,Group 1,5,"Naresh Yadav, Freya Brown, Neha Kumar, Gavin Thompson, Timothy Tan",4.02,0.6,0.4,5,0.0075,0.96,0.0672
G-48,50,4.12,Group 2,5,"Nitin Mehta, Maya Lee, James Wong, Alya Dwi, Callum Williams",4.06,0.6,0.4,5,0.0093,0.96,0.0821
G-48,50,4.12,Group 3,5,"Caleb White, Emma Zhang, Isaac Clark, Wren Flores, Hannah King",4.12,0.4,0.6,5,0.001,0.96,0.0844
G-48,50,4.12,Group 4,5,"Logan Scott, Soo-Hyun Kim, Greg Tsang, Dante Lee, Ava Lim",4.13,0.6,0.4,5,0.0055,0.96,0.1055
G-48,50,4.12,Group 5,5,"Harper Garcia, Wyatt Tan, Emma Rodriguez, Oscar Cheung, Jasmine Chan",4.1,0.4,0.6,5,0.0043,0.96,0.0924
